,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
2302,HD 160691 d,HD 160691,Gaia DR2 5945941905576552064,0,1,4,Radial Velocity,2004,La Silla Observatory,Published Confirmed,0,<a refstr=SANTOS_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..19S/abstract target=ref> Santos et al. 2004 </a>,9.55,0.09,,,,0,<a refstr=SANTOS_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...426L..19S/abstract target=ref> Santos et al. 2004 </a>,,5813.0,,1.1,0.32,[Fe/H],4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,21/08/2014,2004-10,21/08/2014
2303,HD 160691 d,HD 160691,Gaia DR2 5945941905576552064,0,1,4,Radial Velocity,2004,La Silla Observatory,Published Confirmed,0,<a refstr=GOZDZIEWSKI_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..546G/abstract target=ref> Gozdziewski et al. 2007</a>,9.6369,0.09286,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5771.56,1.38,1.03,0.302,[M/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,21/08/2014,2007-03,21/08/2014
2305,HD 160691 d,HD 160691,Gaia DR2 5945941905576552064,0,1,4,Radial Velocity,2004,La Silla Observatory,Published Confirmed,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,9.6386,0.09094,,,,0,<a refstr=PEPE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...462..769P/abstract target=ref> Pepe et al. 2007 </a>,,,,1.08,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,21/08/2014,2007-02,21/08/2014
2463,HD 18143 b,HD 18143,Gaia DR2 116037204451525376,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10.2851,0.088,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.85,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,327.6550874,264.469,-193.427,22.5243,7.518,5.427,7.33209,14/06/2023,2022-09,14/06/2023
2525,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.2185752,0.031,12.756,1.138,1.123,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5040.0,0.76,0.81,-0.03,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,18/03/2019,2017-06,21/03/2019
2526,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,2.2,0.031,12.3,1.1,1.1,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,K0-2 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2015-04,12/02/2015
2530,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DI_GLORIA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..84D/abstract target=ref>Di Gloria et al. 2015</a>,2.218573,0.0312,,,,0,<a refstr=DI_GLORIA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..84D/abstract target=ref>Di Gloria et al. 2015</a>,,,0.77,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2015-08,15/10/2015
2531,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.21857578,0.03142,12.902,1.151,1.15,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5050.0,0.75,0.84,-0.03,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2010-11,14/01/2016
2533,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.218573,0.03099,12.756,1.138,1.144,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5040.0,0.76,0.81,-0.03,[Fe/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2008-04,21/08/2014
2536,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2.218555,0.03126,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5012.5,0.78,0.83,0.041,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,9/05/2022,2021-07,9/05/2022
2538,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.219,0.0313,14.12,1.26,1.15,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,5050.0,0.76,0.82,-0.03,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2005-12,21/08/2014
2543,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.218577,0.03106,12.543,1.119,1.166,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5050.0,0.77,0.81,-0.03,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,20/09/2019,2019-11,26/09/2019
2544,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=PAREDES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..176P/abstract target=ref>Paredes et al. 2021</a>,2.218,0.031,,,,0,<a refstr=PAREDES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..176P/abstract target=ref>Paredes et al. 2021</a>,K2 V,,,0.84,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,10/01/2022,2021-11,10/01/2022
2546,HD 190007 b,HD 190007,Gaia DR2 4247023886053586304,0,1,1,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,11.72,0.092,,,,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,,4610.0,0.79,0.77,0.16,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m46.95s,300.6956339,+03d19m36.12s,3.3266992,149.7799129,-90.2903,119.506,12.7141,7.46,4.796,7.06341,10/12/2020,2021-01,17/12/2020
2675,HD 207496 b,HD 207496,Gaia DR2 6356417496318028800,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,0.0629,2.25,0.201,0.01919,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.0,0.77,0.8,0.095,[Fe/H],4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,292.2203092,224.864,-186.625,23.606,8.23,5.967,7.97255,26/05/2023,2023-05,26/05/2023
2759,HD 215152 b,HD 215152,Gaia DR2 2623505219992303104,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,5.75999,0.057638,,,,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,328.1892902,-154.145,-289.737,21.5974,8.11,5.775,7.80163,20/02/2018,2018-06,22/02/2018
2760,HD 215152 c,HD 215152,Gaia DR2 2623505219992303104,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,7.28243,0.067393,,,,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,328.1892902,-154.145,-289.737,21.5974,8.11,5.775,7.80163,20/02/2018,2018-06,22/02/2018
2761,HD 215152 d,HD 215152,Gaia DR2 2623505219992303104,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,10.86499,0.08799,,,,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,328.1892902,-154.145,-289.737,21.5974,8.11,5.775,7.80163,20/02/2018,2018-06,22/02/2018
2783,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,7.126846,0.07505,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5575.0,1.2,0.98,0.28,[M/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,25/04/2018,2015-02,28/01/2015
2784,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,7.126816,0.0748,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5575.0,1.2,0.98,0.28,[M/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,25/04/2018,2009-03,14/05/2014
2785,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,1,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,7.12682,0.08,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5622.0,1.11,1.0,0.36,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,4/09/2018,2017-03,6/09/2018
2786,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,7.1268744,0.0739,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5606.83,1.17,1.06,0.34,[Fe/H],4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,9/05/2022,2021-05,9/05/2022
2787,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=VOGT_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...632..638V/abstract target=ref> Vogt et al. 2005 </a>,7.1269,0.074,,,,0,<a refstr=VOGT_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...632..638V/abstract target=ref> Vogt et al. 2005 </a>,G8 IV,,,1.05,0.32,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,25/04/2018,2005-10,17/12/2014
2788,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,7.12689,0.073,,,,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,G8 IV,5646.0,,1.02,0.37,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,25/04/2018,2007-01,18/09/2014
2796,HD 21749 c,GJ 143,Gaia DR2 4673947174316727040,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993,0.0695,0.892,0.08,0.01164,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,0.69,0.73,0.003,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,432.8060751,355.084,-247.46,16.32,8.08,5.375,7.67906,22/04/2019,2019-04,25/04/2019
2880,HD 22496 b,HD 22496,Gaia DR2 4833654227548585856,1,1,1,Radial Velocity,2021,Paranal Observatory,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A..60L/abstract target=ref>Lillo-Box et al. 2021</a>,5.09071,0.051,,,,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A..60L/abstract target=ref>Lillo-Box et al. 2021</a>,,4385.0,0.67,0.68,-0.08,[Fe/H],4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m01.57s,53.7565398,-48d25m04.14s,-48.4178173,507.9938676,404.449,307.374,13.5956,8.57,5.338,8.01945,20/09/2021,2021-10,20/09/2021
2938,HD 260655 b,HD 260655,Gaia DR2 3359074685047632640,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953,0.02933,1.24,0.111,0.00673,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.0,0.44,0.44,-0.43,[Fe/H],5.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,835.8253883,-764.522,337.802,10.0055,9.63,5.862,8.876041,27/06/2022,2022-04,27/06/2022
2939,HD 260655 c,HD 260655,Gaia DR2 3359074685047632640,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588,0.04749,1.533,0.137,0.00972,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803.0,0.44,0.44,-0.43,[Fe/H],5.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,835.8253883,-764.522,337.802,10.0055,9.63,5.862,8.876041,27/06/2022,2022-04,27/06/2022
2982,HD 285968 b,HD 285968,Gaia DR2 3409711211681795584,0,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,8.776,0.066,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3543.0,0.49,0.48,,,4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h42m56.49s,70.7353853,+18d57m12.09s,18.953358,1295.146451,656.378,-1116.5,9.47045,9.95,5.607,8.99955,16/10/2017,2018-02,19/10/2017
2983,HD 285968 b,HD 285968,Gaia DR2 3409711211681795584,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=FORVEILLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..645F/abstract target=ref> Forveille et al. 2009 </a>,8.7836,0.066,,,,0,<a refstr=FORVEILLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..645F/abstract target=ref> Forveille et al. 2009 </a>,M2 V,,,0.5,-0.1,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h42m56.49s,70.7353853,+18d57m12.09s,18.953358,1295.146451,656.378,-1116.5,9.47045,9.95,5.607,8.99955,19/11/2014,2009-01,19/11/2014
2984,HD 285968 b,HD 285968,Gaia DR2 3409711211681795584,0,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,8.7752,0.06649,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,3703.49,0.48,0.51,0.147,[Fe/H],4.78,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h42m56.49s,70.7353853,+18d57m12.09s,18.953358,1295.146451,656.378,-1116.5,9.47045,9.95,5.607,8.99955,20/09/2021,2021-05,20/09/2021
3143,HD 39855 b,HD 39855,Gaia DR2 2966316109264052096,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,3.2498,0.041,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G8 V,5576.0,,0.87,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h54m30.26s,88.6260731,-19d42m16.01s,-19.7044472,96.0233904,92.8543,-24.4657,23.2599,7.51,5.756,7.32113,20/05/2019,2019-06,23/05/2019
